#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2NI
#Serial Number: SN:210321A36A5A
#Date Time: 2020-02-14 13:27:30.923
#Start: 5 Hz
#Stop: 50 Hz
#Steps: 151
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.4125 V
#Offset: -0.000188385 V
#Relative: no
#Channel: Channel 2
#Range: 5.49784 V
#Offset: 5.94039e-06 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (*)
5,-23.39354898794252,4.207395018588328,-0.3547227648852811
5.077344962165402,-22.8855006336769,4.387444081085726,-0.04239508208999609
5.155886372965276,-22.39003269638771,4.548791970991423,0.2091006788314189
5.235642740254498,-21.95002150324847,4.759167311882432,0.439532000685432
5.316632858185805,-21.42912266594056,4.948441407702154,0.3813769820129878
5.398875811638549,-20.80529211691806,5.164106881546475,0.485593897499573
5.482390980715925,-20.13910228585666,5.390444653299822,0.3756420593973004
5.567198045311807,-19.49771361504302,5.621288729443421,0.3437478415083604
5.653316989748195,-18.88621380625279,5.865281294661161,0.4543892846415218
5.740768107484414,-18.28696825409713,6.126809704478303,0.4318372836574724
5.829572005899158,-17.6170756981024,6.411194324206793,0.4682886555447681
5.91974961114651,-17.18067587125129,6.702908558798058,0.3843746367830647
6.011322173087064,-16.59019442516924,7.008159311966819,0.3492619225882834
6.104311270295356,-15.93938788120118,7.335384069262735,0.3175691818217388
6.198738815144722,-15.21595182740577,7.68510680060563,0.2567114571877296
6.294627058970836,-14.51908259490081,8.073355075776623,0.1912685198734749
6.391998597315118,-13.92608187995386,8.470548321276464,0.1382104820132497
6.490876375249245,-13.45750545768709,8.897793761571533,0.02521602817857627
6.591283692782035,-13.10339931698144,9.361367940191485,-0.1761237476979431
6.693244210349966,-12.92729643606913,9.874626956987257,-0.2392709034728853
6.796781954392628,-12.97438543068778,10.42975230595555,-0.1915373148024315
6.901921323014425,-13.29952811404776,11.03119241654901,-0.329652968008574
7.008687091733851,-13.83962784118354,11.68693372317114,-0.0122130819056423
7.117104419321708,-14.9790555637235,12.42631548652745,-0.1418750906090445
7.227198853729639,-15.83682659130074,13.22394550779339,-0.4850861246271911
7.338996338110347,-16.91127822092986,14.1365042462319,-0.5349680636445981
7.45252321693098,-18.07806540619439,15.13193471880371,-0.8397180498706973
7.56780624218104,-19.34957589701453,16.29360854278315,-1.250247119660798
7.684872579676356,-20.87839180154507,17.6453518504424,-1.708506982840348
7.803749815460558,-22.87530744065806,19.25275901714492,-2.092728010593206
7.924465962305567,-25.12779519151525,21.32762884266562,-3.353703398331879
8.047049466312673,-28.00702879824398,24.07362572572284,-4.990955479141839
8.171529213615688,-32.59135580169839,28.3891490974825,-8.456826335626886
8.297934537187803,-41.26765346032809,36.66512690052479,-23.72088760281196
8.426295223753758,-42.89280101037193,37.83328746726914,-144.8144507607575
8.556641520808906,-34.53806867112905,29.24226476000723,-169.6521485236111
8.689004143746876,-29.74418101350412,24.20843324337964,-175.753079418846
8.823414283097501,-26.94098728593305,21.16061534774738,-176.607073806341
8.959903611876669,-24.7171345558175,18.81130645049445,-177.1912656214445
9.098504293049919,-22.89059029257198,16.97416363527655,-177.4188783011767
9.239248987111454,-21.21863806380484,15.39416912608846,-177.8552216967699
9.382170859780425,-19.763405431807,14.06767843200447,-178.0179838457351
9.527303589816237,-18.44253953207571,12.89399451620698,-178.1726379638664
9.67468137695476,-17.222857329737,11.8205932243493,-178.2255034677908
9.824338949967338,-16.12923882178533,10.86392875158813,-178.3919832526657
9.976311574844399,-15.03244014076125,9.97586712701343,-178.4087999395523
10.13063506310572,-13.96466792186463,9.177612980542728,-178.4427149460689
10.2873457802392,-13.0229922521884,8.440763174734405,-178.4301851863792
10.4464806542702,-12.08180159124646,7.757045633227003,-178.4852989164233
10.60807718446342,-11.1715991309569,7.115414815421779,-178.5429035425956
10.77217345015942,-10.24737556387172,6.493954212671634,-178.5877638464227
10.93880811974776,-9.38776320595313,5.89931577465385,-178.6539689880875
11.10802045977906,-8.753954076551659,5.338287782449419,-178.7107219529345
11.27985034421788,-8.062932345190374,4.834936782354361,-178.7365961065406
11.45433826383887,-7.459823131858876,4.347955392555477,-178.8203349861575
11.63152533576813,-6.972698456381669,3.881479813848903,-178.8666693378598
11.81145331317231,-6.636223315283541,3.438735520674314,-178.8806953084194
11.99416459509745,-6.391725178807435,3.017830026350855,-178.9211935460141
12.17970223646014,-6.218574115682842,2.620174008490126,-178.986503582684
12.36810995819311,-6.154186102780362,2.226378635907169,-179.1154110809976
